'charged', 'aliphatic', 'aromatic', 'polar', 'neutral', 'hydrophobic', 'positively_charged', 'negatively_charged', 'tiny', 'small', 'large',Label
17.341, 27.168, 14.451, 18.208, 43.642, 38.15, 10.983, 6.358, 37.283, 52.023, 10.694,cation
19.739, 28.235, 15.686, 19.216, 39.085, 41.699, 12.157, 7.582, 34.641, 52.288, 13.072,cation
29.412, 23.529, 7.353, 29.412, 36.765, 33.824, 16.176, 13.235, 38.235, 55.882, 5.882,cation
26.02, 24.49, 11.48, 33.673, 34.439, 31.888, 13.52, 12.5, 30.612, 56.633, 12.755,cation
33.898, 22.034, 10.169, 38.983, 32.203, 28.814, 15.254, 18.644, 31.356, 55.932, 12.712,cation
19.785, 25.591, 12.473, 25.806, 37.849, 36.344, 9.677, 10.108, 35.699, 50.108, 14.194,cation
21.598, 27.873, 11.096, 26.486, 34.875, 38.639, 11.03, 10.568, 34.016, 51.189, 14.795,cation
25.549, 20.758, 15.369, 29.142, 35.928, 34.93, 13.174, 12.375, 32.136, 51.497, 16.367,cation
22.178, 23.564, 14.851, 29.505, 34.257, 36.238, 13.267, 8.911, 29.703, 55.446, 14.851,cation
14.008, 21.206, 15.564, 16.926, 48.249, 34.825, 7.977, 6.031, 44.942, 37.743, 17.315,cation
24.476, 25.175, 8.092, 29.67, 34.965, 35.365, 11.289, 13.187, 34.865, 52.847, 12.288,cation
16.129, 14.516, 9.677, 27.419, 53.226, 19.355, 11.29, 4.839, 45.161, 40.323, 14.516,cation
20.751, 25.87, 7.304, 26.348, 39.59, 34.061, 11.126, 9.625, 36.724, 54.812, 8.464,cation
25.87, 25.217, 8.043, 31.087, 36.957, 31.957, 11.522, 14.348, 33.913, 53.913, 12.174,cation
31.25, 22.917, 9.375, 39.583, 29.167, 31.25, 15.625, 15.625, 26.042, 62.5, 11.458,cation
14.08, 15.374, 9.77, 31.466, 44.253, 24.282, 9.052, 5.029, 33.764, 54.31, 11.925,cation
22.683, 23.006, 11.895, 29.138, 36.1, 34.763, 12.125, 10.558, 32.227, 52.513, 15.26,cation
22.317, 24.88, 12.653, 28.404, 33.262, 38.334, 11.586, 10.731, 29.738, 53.978, 16.284,cation
15.119, 31.317, 10.799, 21.598, 36.717, 41.685, 7.775, 7.343, 34.989, 53.132, 11.879,cation
14.667, 32.0, 13.778, 19.111, 33.778, 47.111, 10.667, 4.0, 28.444, 51.111, 20.444,cation
25.559, 22.067, 13.966, 31.564, 32.821, 35.615, 14.804, 10.754, 30.307, 49.721, 19.972,cation
17.305, 28.79, 13.017, 21.899, 34.303, 43.798, 11.026, 6.279, 32.466, 51.761, 15.773,cation
18.243, 22.973, 17.568, 21.622, 40.541, 37.838, 13.514, 4.73, 35.135, 46.622, 18.243,cation
14.493, 29.348, 15.217, 18.116, 36.594, 45.29, 7.971, 6.522, 31.884, 50.362, 17.754,cation
18.333, 29.0, 10.667, 22.0, 39.667, 38.333, 10.0, 8.333, 36.333, 50.0, 13.667,cation
28.415, 25.0, 13.902, 31.951, 32.683, 35.366, 15.0, 13.415, 30.488, 52.073, 17.439,cation
15.464, 22.68, 15.464, 19.588, 40.206, 40.206, 9.794, 5.67, 37.629, 46.392, 15.979,cation
23.733, 25.6, 12.267, 28.8, 34.933, 36.267, 13.333, 10.4, 31.2, 54.933, 13.867,cation
23.821, 26.179, 9.434, 30.425, 32.311, 37.264, 14.387, 9.434, 30.189, 54.953, 14.858,cation
23.288, 23.483, 12.133, 29.746, 34.051, 36.204, 10.176, 13.112, 31.507, 51.663, 16.83,cation
25.806, 20.789, 15.412, 27.24, 36.559, 36.201, 15.054, 10.753, 34.409, 50.538, 15.054,cation
22.117, 22.306, 12.287, 27.977, 38.374, 33.648, 9.83, 12.287, 34.026, 47.826, 18.147,cation
22.118, 21.807, 11.215, 25.857, 41.589, 32.555, 12.15, 9.969, 35.826, 48.442, 15.732,cation
22.481, 21.705, 13.178, 29.457, 38.76, 31.783, 12.403, 10.078, 30.233, 54.264, 15.504,cation
22.0, 23.474, 12.211, 26.737, 40.211, 33.053, 12.421, 9.579, 34.842, 49.895, 15.263,cation
16.613, 27.796, 12.46, 17.572, 45.048, 37.38, 8.946, 7.668, 38.978, 45.367, 15.655,cation
21.897, 22.931, 10.172, 26.897, 40.69, 32.414, 14.138, 7.759, 37.414, 48.966, 13.621,cation
23.927, 21.137, 9.013, 29.077, 41.094, 29.828, 14.7, 9.227, 39.056, 46.781, 14.163,cation
23.496, 21.777, 10.888, 24.928, 43.553, 31.519, 12.034, 11.461, 41.834, 42.12, 16.046,cation
28.039, 15.884, 12.707, 34.807, 35.497, 29.696, 13.674, 14.365, 35.221, 49.724, 15.055,cation
19.527, 17.456, 12.426, 27.219, 43.787, 28.994, 12.426, 7.101, 36.982, 47.041, 15.976,cation
20.755, 38.994, 14.465, 25.157, 26.415, 48.428, 11.95, 8.805, 22.013, 62.264, 15.723,cation
26.0, 34.571, 11.714, 28.857, 28.857, 42.286, 13.143, 12.857, 25.429, 60.286, 14.286,cation
23.245, 25.834, 13.636, 28.884, 30.84, 40.276, 13.464, 9.781, 28.481, 53.74, 17.779,cation
15.094, 32.264, 13.208, 18.491, 36.981, 44.528, 7.736, 7.358, 32.264, 54.528, 13.208,cation
22.441, 24.803, 8.268, 25.591, 42.126, 32.283, 12.205, 10.236, 38.189, 46.85, 14.961,cation
22.695, 23.227, 17.376, 25.887, 35.993, 38.121, 14.007, 8.688, 31.56, 49.291, 19.149,cation
15.141, 29.225, 13.38, 20.599, 37.5, 41.901, 7.746, 7.394, 33.275, 51.937, 14.789,cation
14.161, 28.322, 13.072, 17.429, 42.484, 40.087, 8.932, 5.229, 35.73, 49.02, 15.251,cation
17.159, 26.753, 12.177, 22.325, 38.93, 38.745, 10.701, 6.458, 35.793, 48.155, 16.052,cation
15.663, 25.502, 16.867, 18.876, 41.566, 39.558, 9.036, 6.627, 34.538, 49.598, 15.863,cation
17.056, 28.007, 14.183, 21.185, 36.266, 42.549, 9.336, 7.72, 31.777, 49.731, 18.492,cation
13.219, 27.683, 9.798, 18.351, 42.768, 38.88, 6.843, 6.376, 39.347, 46.656, 13.997,cation
21.974, 23.214, 11.806, 27.976, 35.516, 36.508, 10.615, 11.359, 32.986, 51.389, 15.625,cation
19.906, 20.846, 13.323, 27.273, 38.558, 34.169, 10.188, 9.718, 33.072, 52.194, 14.734,cation
22.561, 28.78, 12.927, 24.39, 36.951, 38.659, 12.683, 9.878, 29.756, 56.22, 14.024,cation
14.588, 32.77, 12.262, 19.45, 37.844, 42.706, 8.457, 6.131, 32.981, 54.123, 12.896,cation
18.741, 29.685, 14.364, 25.308, 32.148, 42.544, 10.123, 8.618, 26.539, 56.224, 17.237,cation
9.677, 30.968, 7.742, 13.548, 45.806, 40.645, 5.161, 4.516, 41.935, 48.387, 9.677,cation
25.481, 26.074, 13.037, 32.444, 30.815, 36.741, 12.148, 13.333, 29.333, 54.37, 16.296,cation
16.486, 26.464, 13.015, 21.475, 40.347, 38.178, 10.412, 6.074, 32.972, 50.976, 16.052,cation
8.85, 35.841, 9.292, 14.159, 39.381, 46.46, 7.08, 1.77, 29.646, 61.947, 8.407,cation
24.348, 22.029, 13.623, 33.913, 33.913, 32.174, 9.275, 15.072, 32.464, 51.014, 16.522,cation
41.228, 21.93, 4.386, 48.246, 28.07, 23.684, 22.807, 18.421, 28.947, 66.667, 4.386,cation
20.05, 27.228, 14.356, 26.98, 33.416, 39.604, 11.634, 8.416, 28.713, 54.455, 16.832,cation
21.926, 22.909, 14.336, 27.266, 36.683, 36.051, 11.876, 10.049, 31.413, 50.949, 17.639,cation
22.117, 21.739, 14.556, 28.544, 35.728, 35.728, 10.586, 11.531, 33.081, 51.229, 15.69,cation
25.554, 25.204, 11.552, 31.272, 33.139, 35.589, 14.002, 11.552, 31.739, 52.509, 15.753,cation
13.053, 25.684, 14.105, 17.263, 44.842, 37.895, 7.368, 5.684, 38.105, 47.368, 14.526,cation
25.758, 21.212, 10.606, 31.818, 36.364, 31.818, 13.636, 12.121, 36.364, 43.939, 19.697,cation
31.677, 19.255, 10.559, 39.13, 32.298, 28.571, 14.907, 16.77, 27.95, 60.248, 11.801,cation
32.759, 21.839, 7.471, 40.805, 31.034, 28.161, 17.816, 14.943, 32.184, 57.471, 10.345,cation
26.554, 24.859, 5.65, 33.898, 32.203, 33.898, 11.864, 14.689, 35.028, 54.237, 10.734,cation
10.127, 32.911, 7.595, 15.19, 36.709, 48.101, 3.797, 6.329, 34.177, 55.696, 10.127,cation
22.45, 27.582, 11.097, 29.891, 32.777, 37.332, 11.802, 10.648, 29.891, 55.42, 14.689,cation
24.048, 21.937, 12.437, 30.978, 34.832, 34.19, 12.712, 11.335, 31.574, 52.18, 16.246,cation
27.592, 17.559, 7.692, 33.779, 43.144, 23.077, 14.381, 13.211, 36.455, 50.836, 12.709,cation
15.193, 29.025, 11.791, 21.542, 36.054, 42.404, 6.349, 8.844, 33.333, 55.782, 10.884,cation
22.291, 19.195, 13.313, 26.316, 43.963, 29.721, 13.622, 8.669, 40.248, 42.415, 17.337,cation
24.914, 23.886, 8.571, 30.286, 36.686, 33.029, 12.686, 12.229, 33.829, 54.171, 12.0,cation
18.719, 15.025, 9.606, 26.108, 42.611, 31.281, 9.606, 9.113, 41.379, 49.261, 9.36,cation
27.259, 20.554, 18.805, 28.28, 42.128, 29.592, 17.638, 9.621, 30.612, 54.665, 14.723,cation
7.273, 32.727, 13.636, 10.0, 42.727, 47.273, 4.545, 2.727, 36.364, 48.182, 15.455,cation
23.103, 19.31, 11.379, 26.207, 44.138, 29.655, 11.724, 11.379, 43.448, 44.483, 12.069,cation
19.351, 26.717, 13.358, 21.973, 40.699, 37.328, 11.486, 7.865, 33.958, 49.813, 16.23,cation
17.391, 23.671, 18.841, 21.739, 38.164, 40.097, 11.111, 6.28, 36.232, 45.411, 18.357,cation
27.252, 22.864, 12.702, 30.254, 34.411, 35.335, 14.088, 13.164, 33.718, 50.808, 15.473,cation
22.352, 25.495, 9.662, 24.447, 43.073, 32.48, 12.34, 10.012, 38.184, 46.449, 15.367,cation
19.185, 29.496, 12.47, 24.221, 35.012, 40.767, 10.312, 8.873, 34.772, 52.518, 12.71,cation
21.905, 24.762, 13.333, 29.524, 31.905, 38.571, 11.905, 10.0, 30.952, 54.762, 14.286,cation
20.406, 18.883, 9.239, 31.066, 42.132, 26.802, 10.964, 9.442, 38.579, 50.051, 11.371,cation
19.947, 17.834, 11.361, 22.457, 49.538, 28.005, 10.568, 9.379, 38.441, 47.292, 14.267,cation
24.39, 21.951, 15.447, 33.333, 32.52, 34.146, 12.195, 12.195, 26.829, 56.098, 17.073,cation
27.28, 21.506, 11.297, 32.134, 37.322, 30.544, 15.565, 11.715, 34.393, 51.632, 13.975,cation
22.727, 21.123, 14.171, 26.471, 39.037, 34.492, 13.636, 9.091, 33.957, 48.128, 17.914,cation
21.311, 28.337, 10.773, 25.059, 35.363, 39.578, 14.754, 6.557, 31.382, 54.333, 14.286,cation
23.686, 23.04, 11.964, 29.345, 36.54, 34.115, 13.096, 10.59, 32.741, 52.142, 15.117,cation
20.504, 28.981, 12.371, 24.513, 36.082, 39.404, 10.424, 10.08, 33.219, 52.921, 13.86,cation
26.953, 14.714, 13.932, 32.292, 38.411, 29.297, 12.5, 14.453, 36.719, 46.745, 16.536,cation
13.109, 31.336, 16.23, 17.353, 37.703, 44.944, 8.365, 4.744, 30.462, 53.558, 15.98,cation
15.464, 43.299, 8.247, 18.557, 25.773, 55.67, 9.278, 6.186, 25.773, 67.01, 7.216,cation
19.945, 21.038, 10.383, 26.776, 38.251, 34.973, 12.568, 7.377, 36.612, 48.907, 14.481,cation
24.932, 21.383, 8.644, 28.48, 40.673, 30.846, 10.919, 14.013, 34.395, 54.413, 11.192,cation
11.7, 31.567, 9.713, 15.011, 41.06, 43.929, 6.623, 5.077, 37.307, 52.318, 10.375,cation
17.606, 29.93, 7.394, 18.31, 44.014, 37.676, 11.62, 5.986, 39.437, 45.775, 14.789,cation
16.522, 28.261, 9.855, 23.043, 35.072, 41.884, 9.42, 7.101, 35.217, 52.754, 12.029,cation
17.094, 23.59, 14.359, 23.419, 36.923, 39.658, 9.231, 7.863, 32.821, 49.744, 17.436,cation
21.053, 13.816, 13.816, 26.316, 39.474, 34.211, 11.842, 9.211, 45.395, 39.474, 15.132,cation
13.936, 26.406, 13.936, 18.337, 40.587, 41.076, 7.824, 6.112, 36.43, 50.367, 13.203,cation
21.005, 24.566, 11.689, 27.306, 36.621, 36.073, 11.507, 9.498, 33.973, 52.237, 13.79,cation
15.098, 25.4, 11.368, 22.202, 40.142, 37.655, 9.414, 5.684, 34.458, 50.622, 14.92,cation
13.644, 24.238, 14.125, 18.138, 42.536, 39.326, 7.063, 6.581, 40.61, 43.339, 16.051,cation
24.446, 24.042, 12.5, 30.393, 32.208, 37.399, 12.5, 11.946, 30.494, 53.629, 15.877,cation
21.221, 20.153, 12.977, 29.924, 37.099, 32.977, 11.603, 9.618, 33.13, 51.603, 15.267,cation
22.356, 28.125, 12.62, 25.601, 36.418, 37.981, 12.62, 9.736, 31.851, 52.885, 15.264,cation
35.437, 17.476, 2.427, 48.058, 24.757, 27.184, 14.563, 20.874, 33.981, 55.825, 10.194,cation
28.988, 18.462, 12.47, 35.87, 36.923, 27.206, 16.437, 12.551, 34.332, 49.96, 15.709,cation
14.599, 31.63, 12.165, 19.221, 38.2, 42.579, 7.299, 7.299, 34.307, 54.501, 11.192,cation
20.096, 25.08, 17.363, 23.473, 35.691, 40.836, 12.701, 7.395, 31.511, 51.608, 16.881,cation
26.606, 25.688, 9.174, 30.275, 32.722, 37.003, 12.844, 13.761, 35.474, 48.624, 15.902,cation
22.658, 25.163, 9.695, 26.906, 38.562, 34.532, 10.349, 12.309, 38.126, 50.109, 11.765,cation
23.81, 23.452, 14.762, 28.452, 35.357, 36.19, 11.548, 12.262, 32.738, 51.31, 15.952,cation
33.186, 24.336, 5.752, 45.575, 23.009, 31.416, 17.257, 15.929, 24.336, 64.159, 11.504,cation
16.242, 18.79, 13.694, 21.975, 47.452, 30.573, 10.191, 6.051, 39.809, 47.134, 13.057,cation
19.121, 26.722, 11.283, 26.247, 37.055, 36.698, 10.57, 8.551, 33.848, 48.931, 17.221,cation
24.805, 22.656, 12.891, 29.688, 36.328, 33.984, 11.523, 13.281, 32.031, 55.078, 12.891,cation
25.312, 26.185, 11.845, 30.923, 32.918, 36.16, 13.342, 11.97, 30.673, 54.613, 14.713,cation
18.098, 23.006, 5.215, 23.926, 48.773, 27.301, 9.509, 8.589, 44.172, 46.319, 9.509,cation
12.364, 23.273, 14.545, 19.636, 41.091, 39.273, 5.091, 7.273, 40.727, 42.909, 16.364,cation
36.232, 23.188, 7.246, 40.58, 33.333, 26.087, 20.29, 15.942, 26.087, 56.522, 17.391,cation
6.579, 35.526, 9.211, 10.526, 40.789, 48.684, 3.947, 2.632, 39.474, 50.0, 10.526,cation
27.338, 23.741, 8.633, 29.496, 41.007, 29.496, 13.669, 13.669, 35.252, 56.835, 7.914,cation
20.0, 26.957, 13.043, 29.565, 39.13, 31.304, 15.652, 4.348, 26.957, 59.13, 13.913,cation
26.056, 18.708, 11.867, 31.715, 38.514, 29.772, 14.949, 11.106, 31.883, 50.507, 17.61,cation
24.946, 21.703, 11.716, 30.393, 36.403, 33.204, 14.051, 10.895, 32.036, 51.621, 16.342,cation
32.424, 16.061, 9.394, 36.515, 42.121, 21.364, 18.485, 13.939, 37.121, 50.0, 12.879,cation
13.063, 29.279, 10.36, 13.063, 47.748, 39.189, 8.108, 4.955, 42.793, 46.396, 10.811,cation
12.842, 33.333, 11.475, 15.574, 40.71, 43.716, 7.377, 5.464, 34.973, 54.918, 10.109,cation
16.842, 21.579, 17.895, 16.316, 45.263, 38.421, 11.579, 5.263, 33.684, 53.684, 12.632,cation
19.577, 21.693, 16.402, 23.81, 37.037, 39.153, 11.64, 7.937, 35.979, 49.206, 14.815,cation
22.785, 29.114, 13.924, 27.848, 29.114, 43.038, 11.899, 10.886, 29.367, 54.177, 16.456,cation
17.206, 27.943, 10.608, 23.027, 37.646, 39.327, 8.797, 8.409, 35.188, 51.358, 13.454,cation
16.904, 22.749, 18.167, 22.117, 39.021, 38.863, 9.637, 7.267, 33.965, 46.288, 19.747,cation
21.26, 18.11, 9.899, 26.322, 45.332, 28.346, 12.373, 8.886, 34.646, 49.944, 15.411,cation
28.571, 29.304, 12.821, 32.601, 26.374, 41.026, 15.385, 13.187, 21.612, 62.271, 16.117,cation
23.529, 24.552, 15.345, 28.133, 33.248, 38.619, 14.322, 9.207, 30.946, 50.895, 18.159,cation
18.48, 27.807, 7.427, 22.107, 43.178, 34.715, 9.499, 8.981, 42.314, 44.732, 12.953,cation
27.245, 23.839, 12.384, 34.365, 31.579, 34.056, 14.551, 12.693, 26.935, 58.824, 14.241,electron
26.044, 25.845, 12.326, 30.02, 30.815, 39.165, 14.314, 11.73, 26.243, 58.847, 14.911,electron
28.704, 16.667, 11.111, 33.333, 41.667, 25.0, 19.444, 9.259, 36.111, 52.778, 11.111,electron
14.63, 27.149, 18.703, 16.742, 37.858, 45.4, 8.597, 6.033, 31.222, 50.528, 18.25,electron
29.268, 15.854, 13.415, 31.707, 35.366, 32.927, 4.878, 24.39, 34.146, 52.439, 13.415,electron
26.0, 23.75, 13.5, 30.5, 34.25, 35.25, 12.75, 13.25, 33.5, 52.75, 13.75,electron
14.286, 34.454, 15.966, 12.605, 36.975, 50.42, 10.084, 4.202, 27.731, 57.143, 15.126,electron
27.114, 25.622, 7.711, 29.602, 38.06, 32.338, 13.93, 13.184, 31.841, 55.97, 12.189,electron
13.717, 27.434, 18.584, 17.257, 37.168, 45.575, 10.177, 3.54, 30.088, 46.903, 23.009,electron
28.909, 19.764, 13.569, 32.743, 37.906, 29.351, 14.012, 14.897, 32.743, 51.475, 15.782,electron
28.916, 19.88, 12.048, 32.53, 38.554, 28.916, 14.458, 14.458, 32.53, 56.024, 11.446,electron
13.0, 37.0, 8.0, 20.0, 34.0, 46.0, 8.0, 5.0, 31.0, 57.0, 12.0,electron
37.017, 16.575, 11.05, 37.569, 34.807, 27.624, 18.232, 18.785, 36.464, 50.829, 12.707,electron
29.231, 17.692, 10.769, 34.103, 37.949, 27.949, 16.667, 12.564, 37.436, 50.256, 12.308,electron
26.266, 24.367, 11.709, 32.278, 33.861, 33.861, 14.241, 12.025, 28.165, 59.494, 12.342,electron
23.495, 23.107, 12.621, 29.126, 36.311, 34.563, 13.981, 9.515, 30.874, 52.621, 16.505,electron
20.833, 13.542, 8.854, 29.688, 48.958, 21.354, 11.458, 9.375, 41.146, 48.958, 9.896,electron
15.196, 26.471, 19.608, 13.235, 42.157, 44.608, 9.804, 5.392, 36.765, 46.569, 16.667,electron
30.46, 19.253, 7.471, 37.356, 34.77, 27.874, 14.368, 16.092, 39.08, 53.161, 7.759,electron
27.409, 18.605, 10.797, 31.395, 40.365, 28.239, 14.286, 13.123, 37.874, 48.505, 13.621,electron
20.0, 26.069, 13.379, 22.345, 38.069, 39.586, 12.69, 7.31, 32.552, 52.69, 14.759,electron
26.97, 22.015, 10.479, 31.275, 39.399, 29.326, 13.891, 13.079, 35.012, 50.609, 14.379,electron
28.016, 18.872, 11.868, 33.074, 35.409, 31.518, 14.008, 14.008, 32.101, 51.167, 16.732,electron
24.023, 22.287, 11.722, 31.838, 37.337, 30.825, 11.143, 12.88, 33.864, 53.111, 13.025,electron
25.551, 19.714, 10.903, 31.718, 39.537, 28.744, 13.216, 12.335, 36.784, 48.238, 14.978,electron
12.235, 30.995, 14.356, 14.845, 40.131, 45.024, 7.504, 4.731, 34.421, 51.06, 14.519,electron
37.097, 9.677, 9.677, 41.935, 30.645, 27.419, 19.355, 17.742, 37.097, 41.935, 20.968,electron
28.455, 18.699, 13.821, 34.146, 34.146, 31.707, 13.821, 14.634, 30.894, 54.472, 14.634,electron
26.346, 23.077, 11.731, 29.615, 37.692, 32.692, 14.423, 11.923, 30.769, 54.038, 15.192,electron
17.436, 22.051, 9.744, 23.077, 46.154, 30.769, 10.769, 6.667, 33.333, 51.795, 14.872,electron
30.088, 11.504, 11.504, 36.283, 42.478, 21.239, 20.354, 9.735, 37.168, 51.327, 11.504,electron
10.092, 31.193, 15.596, 10.092, 39.45, 50.459, 7.339, 2.752, 33.028, 56.881, 10.092,electron
31.373, 28.235, 3.137, 35.686, 30.98, 33.333, 16.471, 14.902, 32.157, 59.608, 8.235,electron
26.095, 19.264, 8.757, 30.473, 43.082, 26.445, 13.835, 12.259, 42.207, 49.037, 8.757,electron
24.0, 10.667, 9.333, 28.0, 52.0, 20.0, 16.0, 8.0, 52.0, 40.0, 8.0,electron
23.868, 22.428, 15.021, 28.395, 34.774, 36.831, 15.021, 8.848, 29.63, 53.086, 17.284,electron
29.487, 17.949, 11.026, 35.128, 38.462, 26.41, 16.923, 12.564, 31.026, 51.795, 17.179,electron
27.177, 25.858, 6.86, 34.037, 34.037, 31.926, 13.72, 13.456, 36.412, 55.145, 8.443,electron
12.308, 29.231, 16.0, 17.538, 35.077, 47.385, 6.769, 5.538, 30.154, 52.0, 17.846,electron
11.395, 29.666, 16.503, 14.735, 38.703, 46.562, 7.073, 4.322, 31.434, 51.866, 16.699,electron
27.778, 16.667, 11.111, 33.333, 35.185, 31.481, 5.556, 22.222, 38.889, 50.0, 11.111,electron
33.582, 20.896, 13.433, 33.582, 38.806, 27.612, 14.925, 18.657, 34.328, 53.731, 11.94,electron
11.64, 32.275, 15.344, 16.138, 34.127, 49.735, 6.614, 5.026, 29.63, 51.058, 19.312,electron
15.349, 29.302, 16.744, 17.209, 38.14, 44.651, 9.767, 5.581, 30.233, 50.698, 19.07,electron
17.241, 24.713, 14.751, 22.414, 37.931, 39.655, 9.004, 8.238, 33.525, 49.042, 17.433,electron
22.632, 21.316, 8.947, 24.474, 45.789, 29.737, 13.947, 8.684, 42.632, 42.632, 14.737,electron
27.059, 21.176, 12.353, 36.471, 34.118, 29.412, 8.824, 18.235, 40.588, 45.294, 14.118,electron
23.361, 18.443, 11.475, 29.918, 38.934, 31.148, 12.295, 11.066, 36.475, 50.41, 13.115,electron
30.38, 16.139, 12.342, 37.975, 34.81, 27.215, 14.557, 15.823, 30.696, 54.43, 14.873,electron
25.524, 23.951, 10.14, 33.741, 33.916, 32.343, 12.937, 12.587, 30.594, 56.294, 13.112,electron
28.707, 20.342, 10.076, 36.882, 33.27, 29.848, 14.449, 14.259, 27.947, 59.696, 12.357,electron
24.091, 21.364, 9.545, 33.636, 32.727, 33.636, 11.818, 12.273, 29.545, 54.091, 16.364,electron
28.889, 18.889, 11.111, 32.778, 34.444, 32.778, 13.889, 15.0, 31.667, 50.556, 17.778,electron
10.103, 33.608, 12.784, 13.608, 41.649, 44.742, 5.979, 4.124, 34.021, 51.753, 14.227,electron
31.795, 14.872, 13.846, 37.949, 35.897, 26.154, 16.41, 15.385, 32.308, 52.308, 15.385,electron
27.16, 17.284, 11.111, 32.099, 37.037, 30.864, 16.049, 11.111, 34.568, 46.914, 18.519,electron
14.981, 24.903, 15.564, 21.401, 38.327, 40.272, 8.366, 6.615, 31.128, 50.973, 17.899,electron
28.829, 19.82, 10.811, 31.532, 41.441, 27.027, 18.018, 10.811, 37.838, 50.45, 11.712,electron
13.193, 28.496, 15.303, 18.206, 36.939, 44.855, 7.124, 6.069, 32.718, 48.549, 18.734,electron
22.4, 22.4, 10.4, 28.0, 40.8, 31.2, 12.0, 10.4, 36.0, 56.8, 7.2,electron
19.346, 23.755, 13.229, 24.324, 39.829, 35.846, 10.811, 8.535, 36.273, 45.519, 18.208,other
24.981, 25.28, 10.546, 29.469, 36.874, 33.657, 14.286, 10.696, 34.779, 49.963, 15.258,other
21.405, 23.541, 11.791, 27.321, 38.702, 33.977, 11.298, 10.107, 33.32, 52.424, 14.256,other
23.15, 25.364, 13.03, 28.653, 33.397, 37.951, 12.46, 10.689, 30.487, 54.459, 15.054,other
32.584, 21.83, 10.433, 36.276, 32.584, 31.14, 18.138, 14.446, 28.732, 59.39, 11.878,other
28.249, 19.492, 7.91, 34.463, 38.983, 26.554, 10.452, 17.797, 41.243, 48.305, 10.452,other
33.333, 24.359, 5.128, 41.026, 29.487, 29.487, 7.692, 25.641, 33.333, 61.538, 5.128,other
18.293, 25.61, 11.89, 26.22, 38.415, 35.366, 12.195, 6.098, 33.537, 52.744, 13.72,other
12.83, 28.302, 11.321, 18.868, 41.887, 39.245, 7.547, 5.283, 35.849, 50.189, 13.962,other
10.429, 34.969, 8.589, 15.337, 36.81, 47.853, 7.055, 3.374, 35.276, 51.227, 13.497,other
29.412, 21.569, 14.706, 35.784, 34.069, 30.147, 15.931, 13.48, 28.186, 58.088, 13.725,other
22.261, 26.855, 14.134, 24.028, 36.042, 39.929, 14.841, 7.42, 30.742, 52.297, 16.961,other
16.054, 26.122, 13.333, 20.68, 41.224, 38.095, 7.891, 8.163, 36.463, 49.116, 14.422,other
30.709, 21.26, 8.661, 37.008, 30.709, 32.283, 16.535, 14.173, 29.921, 61.417, 8.661,other
28.571, 22.259, 10.299, 29.9, 40.199, 29.9, 14.95, 13.621, 38.206, 45.515, 16.279,other
16.423, 25.041, 14.959, 21.463, 40.163, 38.374, 9.919, 6.504, 35.285, 47.317, 17.398,other
33.758, 19.745, 18.153, 33.121, 37.102, 29.777, 18.312, 15.446, 30.255, 53.822, 15.924,other
21.053, 27.147, 16.066, 26.039, 32.41, 41.551, 12.465, 8.587, 27.701, 54.294, 18.006,other
24.084, 24.607, 9.424, 34.555, 35.079, 30.366, 12.565, 11.518, 32.461, 54.974, 12.565,other
17.466, 24.568, 15.739, 20.345, 41.075, 38.58, 8.637, 8.829, 38.772, 44.338, 16.891,other
14.05, 35.537, 11.57, 14.876, 38.017, 47.107, 8.264, 5.785, 33.884, 53.719, 12.397,other
12.548, 27.376, 14.068, 16.35, 44.487, 39.163, 8.365, 4.183, 36.122, 47.148, 16.73,other
21.993, 26.46, 8.591, 28.351, 35.567, 36.082, 12.027, 9.966, 35.052, 51.375, 13.574,other
35.714, 20.779, 15.584, 32.468, 38.312, 29.221, 21.429, 14.286, 31.818, 59.74, 8.442,other
15.738, 23.607, 9.508, 18.361, 48.852, 32.787, 9.18, 6.557, 40.656, 48.197, 11.148,other
13.333, 15.043, 7.179, 22.564, 55.043, 22.393, 7.692, 5.641, 50.94, 40.342, 8.718,other
16.765, 28.235, 11.176, 20.0, 37.647, 42.353, 10.294, 6.471, 33.824, 52.647, 13.529,other
31.714, 20.857, 13.143, 37.143, 31.143, 31.714, 16.857, 14.857, 27.714, 56.286, 16.0,other
16.25, 22.5, 11.406, 22.969, 42.656, 34.375, 9.219, 7.031, 36.406, 49.844, 13.75,other
34.317, 19.926, 13.653, 40.221, 29.52, 30.258, 17.712, 16.605, 25.461, 59.779, 14.76,other
26.636, 19.626, 13.551, 35.514, 33.645, 30.841, 13.084, 13.551, 30.374, 51.402, 18.224,other
18.65, 25.755, 11.723, 23.623, 39.432, 36.945, 11.723, 6.927, 37.655, 47.78, 14.565,other
11.301, 31.13, 12.793, 13.859, 40.299, 45.842, 5.757, 5.544, 34.542, 52.452, 13.006,other
16.421, 26.199, 12.362, 21.218, 39.852, 38.93, 9.963, 6.458, 33.026, 51.661, 15.314,other
23.95, 23.639, 12.286, 28.927, 36.547, 34.526, 13.686, 10.264, 33.593, 48.989, 17.418,other
13.103, 27.586, 14.138, 18.448, 41.897, 39.655, 6.207, 6.897, 36.207, 48.103, 15.69,other
17.868, 23.123, 13.363, 24.925, 39.039, 36.036, 9.91, 7.958, 34.685, 48.498, 16.817,other
18.83, 22.852, 13.346, 26.874, 38.94, 34.186, 10.603, 8.227, 33.272, 50.091, 16.636,other
